Date;Close
05/11/2013;508.852692
06/11/2013;509.465393
07/11/2013;502.093018
08/11/2013;506.117950
11/11/2013;503.408112
12/11/2013;504.000885
13/11/2013;514.307251
14/11/2013;515.682068
15/11/2013;514.850220
18/11/2013;513.848938
19/11/2013;510.685822
20/11/2013;509.246216
21/11/2013;515.104248
22/11/2013;514.018311
25/11/2013;521.012146
26/11/2013;527.228821
27/11/2013;529.570068
29/11/2013;527.816589
02/12/2013;525.271179
03/12/2013;524.663452
04/12/2013;527.114258
05/12/2013;526.695801
06/12/2013;532.937439
09/12/2013;537.057007
10/12/2013;540.304810
11/12/2013;536.633545
12/12/2013;532.982239
13/12/2013;528.414368
16/12/2013;534.486633
17/12/2013;532.932434
18/12/2013;540.349609
19/12/2013;541.081909
20/12/2013;548.255005
23/12/2013;555.467957
24/12/2013;553.844055
26/12/2013;556.643555
27/12/2013;557.111816
30/12/2013;552.658508
31/12/2013;558.262512
02/01/2014;554.481689
03/01/2014;550.436829
06/01/2014;556.573853
07/01/2014;567.303589
08/01/2014;568.484192
09/01/2014;563.009705
10/01/2014;562.979797
13/01/2014;559.393250
14/01/2014;572.553955
15/01/2014;572.165405
16/01/2014;575.951172
17/01/2014;573.116821
21/01/2014;579.677246
22/01/2014;580.334778
23/01/2014;577.883972
24/01/2014;559.816650
27/01/2014;548.558838
28/01/2014;559.408203
29/01/2014;551.393250
30/01/2014;565.575073
31/01/2014;588.279968
03/02/2014;564.598755
04/02/2014;566.954895
05/02/2014;569.465515
06/02/2014;577.814209
07/02/2014;586.521545
10/02/2014;584.275024
11/02/2014;592.867798
12/02/2014;591.129272
13/02/2014;597.709656
14/02/2014;599.154236
18/02/2014;603.179138
19/02/2014;598.925110
20/02/2014;599.806763
21/02/2014;599.647400
24/02/2014;603.991089
25/02/2014;607.722107
26/02/2014;607.806763
27/02/2014;607.328613
28/02/2014;605.555237
03/03/2014;599.099426
04/03/2014;605.186584
05/03/2014;606.855347
06/03/2014;607.527832
07/03/2014;605.126831
10/03/2014;603.522827
11/03/2014;597.754456
12/03/2014;601.395813
13/03/2014;592.309875
14/03/2014;584.210266
17/03/2014;593.824219
18/03/2014;603.368408
19/03/2014;597.385864
20/03/2014;596.344727
21/03/2014;589.311096
24/03/2014;576.802979
25/03/2014;577.196533
26/03/2014;563.871460
27/03/2014;556.930969
28/03/2014;558.456787
31/03/2014;555.445007
01/04/2014;565.607117
02/04/2014;565.447571
03/04/2014;568.180054
04/04/2014;541.652893
07/04/2014;536.676575
08/04/2014;553.380676
09/04/2014;562.595398
10/04/2014;539.468872
11/04/2014;529.147217
14/04/2014;531.061951
15/04/2014;534.971252
16/04/2014;555.016174
17/04/2014;534.632141
21/04/2014;527.172668
22/04/2014;533.345703
23/04/2014;525.497253
24/04/2014;523.722107
25/04/2014;514.766724
28/04/2014;515.734070
29/04/2014;526.255188
30/04/2014;525.218018
01/05/2014;529.895203
02/05/2014;526.484558
05/05/2014;526.364868
06/05/2014;513.729553
07/05/2014;508.563751
08/05/2014;509.600891
09/05/2014;517.309753
12/05/2014;528.469116
13/05/2014;531.630432
14/05/2014;525.208069
15/05/2014;518.556274
16/05/2014;519.204529
19/05/2014;527.411987
20/05/2014;528.319519
21/05/2014;537.464417
22/05/2014;543.567627
23/05/2014;551.186707
27/05/2014;564.400452
28/05/2014;560.142151
29/05/2014;558.546509
30/05/2014;558.357056
02/06/2014;552.413330
03/06/2014;543.447937
04/06/2014;543.168701
05/06/2014;552.383423
06/06/2014;554.806763
09/06/2014;560.580933
10/06/2014;559.015198
11/06/2014;557.309875
12/06/2014;549.840393
13/06/2014;550.249268
16/06/2014;542.789795
17/06/2014;541.523254
18/06/2014;551.854858
19/06/2014;553.380676
20/06/2014;554.836670
23/06/2014;563.403198
24/06/2014;563.074097
25/06/2014;577.065674
26/06/2014;574.422913
27/06/2014;575.659546
30/06/2014;573.704895
01/07/2014;581.074646
02/07/2014;580.740601
03/07/2014;583.129028
07/07/2014;580.655823
08/07/2014;569.526367
09/07/2014;574.502686
10/07/2014;569.536316
11/07/2014;577.594238
14/07/2014;583.268616
15/07/2014;583.178894
16/07/2014;581.064697
17/07/2014;572.159119
18/07/2014;593.450684
21/07/2014;587.856018
22/07/2014;593.111633
23/07/2014;594.348206
24/07/2014;591.725403
25/07/2014;587.407288
28/07/2014;588.982971
29/07/2014;584.006592
30/07/2014;585.811646
31/07/2014;570.034973
01/08/2014;564.520081
04/08/2014;571.580750
05/08/2014;563.522827
06/08/2014;564.823303
07/08/2014;561.817505
08/08/2014;567.212708
11/08/2014;566.325134
12/08/2014;561.189270
13/08/2014;573.206238
14/08/2014;573.076599
15/08/2014;571.909851
18/08/2014;580.566040
19/08/2014;585.253174
20/08/2014;582.889648
21/08/2014;581.772766
22/08/2014;580.964966
25/08/2014;578.611450
26/08/2014;576.277832
27/08/2014;569.436584
28/08/2014;567.641541
29/08/2014;570.034973
02/09/2014;575.749268
03/09/2014;576.357605
04/09/2014;580.386536
05/09/2014;584.475342
08/09/2014;588.105347
09/09/2014;579.419189
10/09/2014;581.503479
11/09/2014;579.758301
12/09/2014;574.043945
15/09/2014;571.530884
16/09/2014;578.362122
17/09/2014;583.168884
18/09/2014;587.656616
19/09/2014;594.447937
22/09/2014;585.761780
23/09/2014;579.538879
24/09/2014;586.380066
25/09/2014;573.485474
26/09/2014;575.519897
29/09/2014;574.781921
30/09/2014;575.779175
01/10/2014;566.714111
02/10/2014;568.519104
03/10/2014;573.704895
06/10/2014;575.769226
07/10/2014;562.196472
08/10/2014;570.932495
09/10/2014;559.344299
10/10/2014;542.999207
13/10/2014;531.750061
14/10/2014;536.467102
15/10/2014;528.578796
16/10/2014;523.073914
17/10/2014;509.770416
20/10/2014;519.413940
21/10/2014;525.098328
22/10/2014;531.251465
23/10/2014;542.490601
24/10/2014;538.302063
27/10/2014;539.289368
28/10/2014;547.397095
29/10/2014;547.825928
30/10/2014;548.803284
31/10/2014;557.549255
03/11/2014;553.699829
04/11/2014;552.592834
05/11/2014;544.425293
06/11/2014;540.555908
07/11/2014;539.528748
10/11/2014;545.990967
11/11/2014;548.783325
12/11/2014;545.811462
13/11/2014;543.886780
14/11/2014;542.909424
17/11/2014;535.041016
18/11/2014;533.565125
19/11/2014;535.519714
20/11/2014;533.365662
21/11/2014;536.028320
24/11/2014;537.793518
25/11/2014;539.598511
26/11/2014;538.890503
28/11/2014;540.346497
01/12/2014;532.338440
02/12/2014;532.288574
03/12/2014;529.865234
04/12/2014;535.838867
05/12/2014;523.821838
08/12/2014;525.537109
09/12/2014;531.909668
10/12/2014;524.619629
11/12/2014;526.893433
12/12/2014;517.239929
15/12/2014;512.393250
16/12/2014;494.033630
17/12/2014;503.507629
18/12/2014;509.700623
19/12/2014;514.936218
22/12/2014;523.432922
23/12/2014;529.137268
24/12/2014;527.322266
26/12/2014;532.567810
29/12/2014;528.877991
30/12/2014;528.967712
31/12/2014;524.958740
02/01/2015;523.373108
05/01/2015;512.463013
06/01/2015;500.585632
07/01/2015;499.727997
08/01/2015;501.303680
09/01/2015;494.811493
12/01/2015;491.201416
13/01/2015;494.821472
14/01/2015;499.498627
15/01/2015;500.416107
16/01/2015;506.688873
20/01/2015;505.512115
21/01/2015;516.621643
22/01/2015;532.926819
23/01/2015;538.471619
26/01/2015;533.744629
27/01/2015;517.210022
28/01/2015;508.603638
29/01/2015;509.261810
30/01/2015;533.056519
02/02/2015;527.033020
03/02/2015;527.790955
04/02/2015;521.328674
05/02/2015;526.135498
06/02/2015;529.546143
09/02/2015;526.384827
10/02/2015;535.469849
11/02/2015;534.502502
12/02/2015;541.443481
13/02/2015;547.506836
17/02/2015;541.353699
18/02/2015;538.222290
19/02/2015;541.383606
20/02/2015;537.474365
23/02/2015;530.453613
24/02/2015;534.622192
25/02/2015;542.380920
26/02/2015;553.959106
27/02/2015;556.871094
02/03/2015;569.775696
03/03/2015;572.069397
04/03/2015;571.800110
05/03/2015;573.754761
06/03/2015;566.130676
09/03/2015;567.292480
10/03/2015;553.490417
11/03/2015;549.670898
12/03/2015;553.989014
13/03/2015;545.821472
16/03/2015;552.991760
17/03/2015;549.331787
18/03/2015;557.968079
19/03/2015;556.462219
20/03/2015;558.825745
23/03/2015;557.279968
24/03/2015;568.628845
25/03/2015;557.255066
26/03/2015;553.649963
27/03/2015;546.838684
30/03/2015;550.518555
31/03/2015;546.499573
01/04/2015;541.074463
02/04/2015;534.063721
06/04/2015;535.295349
07/04/2015;535.549622
08/04/2015;540.127075
09/04/2015;539.299377
10/04/2015;538.531433
13/04/2015;537.693787
14/04/2015;528.937805
15/04/2015;531.071960
16/04/2015;532.338440
17/04/2015;522.615173
20/04/2015;533.914124
21/04/2015;532.507996
22/04/2015;537.888245
23/04/2015;545.502319
24/04/2015;563.512878
27/04/2015;555.369995
28/04/2015;553.679993
29/04/2015;549.080017
30/04/2015;537.340027
01/05/2015;537.900024
04/05/2015;540.780029
05/05/2015;530.799988
06/05/2015;524.219971
07/05/2015;530.700012
08/05/2015;538.219971
11/05/2015;535.700012
12/05/2015;529.039978
13/05/2015;529.619995
14/05/2015;538.400024
15/05/2015;533.849976
18/05/2015;532.299988
19/05/2015;537.359985
20/05/2015;539.270020
21/05/2015;542.510010
22/05/2015;540.109985
26/05/2015;532.320007
27/05/2015;539.789978
28/05/2015;539.780029
29/05/2015;532.109985
01/06/2015;533.989990
02/06/2015;539.179993
03/06/2015;540.309998
04/06/2015;536.700012
05/06/2015;533.330017
08/06/2015;526.830017
09/06/2015;526.690002
10/06/2015;536.690002
11/06/2015;534.609985
12/06/2015;532.330017
15/06/2015;527.200012
16/06/2015;528.150024
17/06/2015;529.260010
18/06/2015;536.729980
19/06/2015;536.690002
22/06/2015;538.190002
23/06/2015;540.479980
24/06/2015;537.840027
25/06/2015;535.229980
26/06/2015;531.690002
29/06/2015;521.520020
30/06/2015;520.510010
01/07/2015;521.840027
02/07/2015;523.400024
06/07/2015;522.859985
07/07/2015;525.020020
08/07/2015;516.830017
09/07/2015;520.679993
10/07/2015;530.130005
13/07/2015;546.549988
14/07/2015;561.099976
15/07/2015;560.219971
16/07/2015;579.849976
17/07/2015;672.929993
20/07/2015;663.020020
21/07/2015;662.299988
22/07/2015;662.099976
23/07/2015;644.280029
24/07/2015;623.559998
27/07/2015;627.260010
28/07/2015;628.000000
29/07/2015;631.929993
30/07/2015;632.590027
31/07/2015;625.609985
03/08/2015;631.210022
04/08/2015;629.250000
05/08/2015;643.780029
06/08/2015;642.679993
07/08/2015;635.299988
10/08/2015;633.729980
11/08/2015;660.780029
12/08/2015;659.559998
13/08/2015;656.450012
14/08/2015;657.119995
17/08/2015;660.869995
18/08/2015;656.130005
19/08/2015;660.900024
20/08/2015;646.830017
21/08/2015;612.479980
24/08/2015;589.609985
25/08/2015;582.059998
26/08/2015;628.619995
27/08/2015;637.609985
28/08/2015;630.380005
31/08/2015;618.250000
01/09/2015;597.789978
02/09/2015;614.340027
03/09/2015;606.250000
04/09/2015;600.700012
08/09/2015;614.659973
09/09/2015;612.719971
10/09/2015;621.349976
11/09/2015;625.770020
14/09/2015;623.239990
15/09/2015;635.140015
16/09/2015;635.979980
17/09/2015;642.900024
18/09/2015;629.250000
21/09/2015;635.440002
22/09/2015;622.690002
23/09/2015;622.359985
24/09/2015;625.799988
25/09/2015;611.969971
28/09/2015;594.890015
29/09/2015;594.969971
30/09/2015;608.419983
01/10/2015;611.289978
02/10/2015;626.909973
05/10/2015;641.469971
06/10/2015;645.440002
07/10/2015;642.359985
08/10/2015;639.159973
09/10/2015;643.609985
12/10/2015;646.669983
13/10/2015;652.299988
14/10/2015;651.159973
15/10/2015;661.739990
16/10/2015;662.200012
19/10/2015;666.099976
20/10/2015;650.280029
21/10/2015;642.609985
22/10/2015;651.789978
23/10/2015;702.000000
26/10/2015;712.780029
27/10/2015;708.489990
28/10/2015;712.950012
29/10/2015;716.919983
30/10/2015;710.809998
02/11/2015;721.109985
03/11/2015;722.159973
04/11/2015;728.109985
05/11/2015;731.250000
06/11/2015;733.760010
09/11/2015;724.890015
10/11/2015;728.320007
11/11/2015;735.400024
12/11/2015;731.229980
13/11/2015;717.000000
16/11/2015;728.960022
17/11/2015;725.299988
18/11/2015;740.000000
19/11/2015;738.409973
20/11/2015;756.599976
23/11/2015;755.979980
24/11/2015;748.280029
25/11/2015;748.150024
27/11/2015;750.260010
30/11/2015;742.599976
01/12/2015;767.039978
02/12/2015;762.380005
03/12/2015;752.539978
04/12/2015;766.809998
07/12/2015;763.250000
08/12/2015;762.369995
09/12/2015;751.609985
10/12/2015;749.460022
11/12/2015;738.869995
14/12/2015;747.770020
15/12/2015;743.400024
16/12/2015;758.090027
17/12/2015;749.429993
18/12/2015;739.309998
21/12/2015;747.770020
22/12/2015;750.000000
23/12/2015;750.309998
24/12/2015;748.400024
28/12/2015;762.510010
29/12/2015;776.599976
30/12/2015;771.000000
31/12/2015;758.880005
04/01/2016;741.840027
05/01/2016;742.580017
06/01/2016;743.619995
07/01/2016;726.390015
08/01/2016;714.469971
11/01/2016;716.030029
12/01/2016;726.070007
13/01/2016;700.559998
14/01/2016;714.719971
15/01/2016;694.450012
19/01/2016;701.789978
20/01/2016;698.450012
21/01/2016;706.590027
22/01/2016;725.250000
25/01/2016;711.669983
26/01/2016;713.039978
27/01/2016;699.989990
28/01/2016;730.960022
29/01/2016;742.950012
01/02/2016;752.000000
02/02/2016;764.650024
03/02/2016;726.950012
04/02/2016;708.010010
05/02/2016;683.570007
08/02/2016;682.739990
09/02/2016;678.109985
10/02/2016;684.119995
11/02/2016;683.109985
12/02/2016;682.400024
16/02/2016;691.000000
17/02/2016;708.400024
18/02/2016;697.349976
19/02/2016;700.909973
22/02/2016;706.460022
23/02/2016;695.849976
24/02/2016;699.559998
25/02/2016;705.750000
26/02/2016;705.070007
29/02/2016;697.770020
01/03/2016;718.809998
02/03/2016;718.849976
03/03/2016;712.419983
04/03/2016;710.890015
07/03/2016;695.159973
08/03/2016;693.969971
09/03/2016;705.239990
10/03/2016;712.820007
11/03/2016;726.820007
14/03/2016;730.489990
15/03/2016;728.330017
16/03/2016;736.090027
17/03/2016;737.780029
18/03/2016;737.599976
21/03/2016;742.090027
22/03/2016;740.750000
23/03/2016;738.059998
24/03/2016;735.299988
28/03/2016;733.530029
29/03/2016;744.770020
30/03/2016;750.530029
31/03/2016;744.950012
01/04/2016;749.909973
04/04/2016;745.289978
05/04/2016;737.799988
06/04/2016;745.690002
07/04/2016;740.280029
08/04/2016;739.150024
11/04/2016;736.099976
12/04/2016;743.090027
13/04/2016;751.719971
14/04/2016;753.200012
15/04/2016;759.000000
18/04/2016;766.609985
19/04/2016;753.929993
20/04/2016;752.669983
21/04/2016;759.140015
22/04/2016;718.770020
25/04/2016;723.150024
26/04/2016;708.140015
27/04/2016;705.840027
28/04/2016;691.020020
29/04/2016;693.010010
02/05/2016;698.210022
03/05/2016;692.359985
04/05/2016;695.700012
05/05/2016;701.429993
06/05/2016;711.119995
09/05/2016;712.900024
10/05/2016;723.179993
11/05/2016;715.289978
12/05/2016;713.309998
13/05/2016;710.830017
16/05/2016;716.489990
17/05/2016;706.229980
18/05/2016;706.630005
19/05/2016;700.320007
20/05/2016;709.739990
23/05/2016;704.239990
24/05/2016;720.090027
25/05/2016;725.270020
26/05/2016;724.119995
27/05/2016;732.659973
31/05/2016;735.719971
01/06/2016;734.150024
02/06/2016;730.400024
03/06/2016;722.340027
06/06/2016;716.549988
07/06/2016;716.650024
08/06/2016;728.280029
09/06/2016;728.580017
10/06/2016;719.409973
13/06/2016;718.359985
14/06/2016;718.270020
15/06/2016;718.919983
16/06/2016;710.359985
17/06/2016;691.719971
20/06/2016;693.710022
21/06/2016;695.940002
22/06/2016;697.460022
23/06/2016;701.869995
24/06/2016;675.219971
27/06/2016;668.260010
28/06/2016;680.039978
29/06/2016;684.109985
30/06/2016;692.099976
01/07/2016;699.210022
05/07/2016;694.950012
06/07/2016;697.770020
07/07/2016;695.359985
08/07/2016;705.630005
11/07/2016;715.090027
12/07/2016;720.640015
13/07/2016;716.979980
14/07/2016;720.950012
15/07/2016;719.849976
18/07/2016;733.780029
19/07/2016;736.960022
20/07/2016;741.190002
21/07/2016;738.630005
22/07/2016;742.739990
25/07/2016;739.770020
26/07/2016;738.419983
27/07/2016;741.770020
28/07/2016;745.909973
29/07/2016;768.789978
01/08/2016;772.880005
02/08/2016;771.070007
03/08/2016;773.179993
04/08/2016;771.609985
05/08/2016;782.219971
08/08/2016;781.760010
09/08/2016;784.260010
10/08/2016;784.679993
11/08/2016;784.849976
12/08/2016;783.219971
15/08/2016;782.440002
16/08/2016;777.140015
17/08/2016;779.909973
18/08/2016;777.500000
19/08/2016;775.419983
22/08/2016;772.150024
23/08/2016;772.080017
24/08/2016;769.640015
25/08/2016;769.409973
26/08/2016;769.539978
29/08/2016;772.150024
30/08/2016;769.090027
31/08/2016;767.049988
01/09/2016;768.780029
02/09/2016;771.460022
06/09/2016;780.080017
07/09/2016;780.349976
08/09/2016;775.320007
09/09/2016;759.659973
12/09/2016;769.020020
13/09/2016;759.690002
14/09/2016;762.489990
15/09/2016;771.760010
16/09/2016;768.880005
19/09/2016;765.700012
20/09/2016;771.409973
21/09/2016;776.219971
22/09/2016;787.210022
23/09/2016;786.900024
26/09/2016;774.210022
27/09/2016;783.010010
28/09/2016;781.559998
29/09/2016;775.010010
30/09/2016;777.289978
03/10/2016;772.559998
04/10/2016;776.429993
05/10/2016;776.469971
06/10/2016;776.859985
07/10/2016;775.080017
10/10/2016;785.940002
11/10/2016;783.070007
12/10/2016;786.140015
13/10/2016;778.190002
14/10/2016;778.530029
17/10/2016;779.960022
18/10/2016;795.260010
19/10/2016;801.500000
20/10/2016;796.969971
21/10/2016;799.369995
24/10/2016;813.109985
25/10/2016;807.669983
26/10/2016;799.070007
27/10/2016;795.349976
28/10/2016;795.369995
31/10/2016;784.539978
01/11/2016;783.609985
02/11/2016;768.700012
03/11/2016;762.130005
04/11/2016;762.020020
07/11/2016;782.520020
08/11/2016;790.510010
09/11/2016;785.309998
10/11/2016;762.559998
11/11/2016;754.020020
14/11/2016;736.080017
15/11/2016;758.489990
16/11/2016;764.479980
17/11/2016;771.229980
18/11/2016;760.539978
21/11/2016;769.200012
22/11/2016;768.270020
23/11/2016;760.989990
25/11/2016;761.679993
28/11/2016;768.239990
29/11/2016;770.840027
30/11/2016;758.039978
01/12/2016;747.919983
02/12/2016;750.500000
05/12/2016;762.520020
06/12/2016;759.109985
07/12/2016;771.190002
08/12/2016;776.419983
09/12/2016;789.289978
12/12/2016;789.270020
13/12/2016;796.099976
14/12/2016;797.070007
15/12/2016;797.849976
16/12/2016;790.799988
19/12/2016;794.200012
20/12/2016;796.419983
21/12/2016;794.559998
22/12/2016;791.260010
23/12/2016;789.909973
27/12/2016;791.549988
28/12/2016;785.049988
29/12/2016;782.789978
30/12/2016;771.820007
03/01/2017;786.140015
04/01/2017;786.900024
05/01/2017;794.020020
06/01/2017;806.150024
09/01/2017;806.650024
10/01/2017;804.789978
11/01/2017;807.909973
12/01/2017;806.359985
13/01/2017;807.880005
17/01/2017;804.609985
18/01/2017;806.070007
19/01/2017;802.174988
20/01/2017;805.020020
23/01/2017;819.309998
24/01/2017;823.869995
25/01/2017;835.669983
26/01/2017;832.150024
27/01/2017;823.309998
30/01/2017;802.320007
31/01/2017;796.789978
01/02/2017;795.695007
02/02/2017;798.530029
03/02/2017;801.489990
06/02/2017;801.340027
07/02/2017;806.969971
08/02/2017;808.380005
09/02/2017;809.559998
10/02/2017;813.669983
